customerID,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,RiskLevel,PriorityScore,HighValue
3565-UNOCC,29,Month-to-month,Bank transfer (automatic),99.05,2952.85,Yes,0.64974016,High,70.5,True
5655-JSMZM,49,Month-to-month,Electronic check,96.2,4718.25,Yes,0.66001725,High,70.5,True
0946-CLJTI,58,Month-to-month,Electronic check,98.7,5812.6,Yes,0.65087014,High,70.5,True
7028-DVOIQ,35,Month-to-month,Electronic check,99.05,3395.8,Yes,0.6484691,High,70.42,True
5129-JLPIS,25,Month-to-month,Electronic check,105.5,2686.05,No,0.6247879,High,70.39,True
9919-KNPOO,21,Month-to-month,Electronic check,94.3,1948.35,No,0.66498005,High,70.37,True
0302-JOIVN,8,Month-to-month,Electronic check,101.15,842.9,Yes,0.63970655,High,70.33,True
7145-FEJWU,12,Month-to-month,Electronic check,105.3,1275.65,No,0.6224138,High,70.17,True
0952-KMEEH,13,Month-to-month,Mailed check,98.15,1230.25,Yes,0.6482717,High,70.17,True
9189-JWSHV,24,Month-to-month,Electronic check,93.55,2264.05,Yes,0.6641637,High,70.13,True
2985-FMWYF,23,Month-to-month,Electronic check,93.5,2341.55,No,0.66386706,High,70.09,True
2034-CGRHZ,24,Month-to-month,Credit card (automatic),102.95,2496.7,Yes,0.6296991,High,70.09,True
2568-OIADY,37,Month-to-month,Electronic check,99.5,3762.0,Yes,0.6402661,High,69.96,True
7056-IMHCC,53,Month-to-month,Electronic check,101.9,5549.4,Yes,0.6312629,High,69.93,True
6734-GMPVK,5,Month-to-month,Electronic check,105.3,550.6,No,0.6187774,High,69.92,True
0886-QGENL,27,Month-to-month,Electronic check,101.25,2754.45,Yes,0.63326216,High,69.91,True
7668-XCFYV,17,Month-to-month,Electronic check,92.55,1614.7,No,0.6626586,High,69.77,True
5649-ANRML,2,Month-to-month,Credit card (automatic),95.1,180.25,Yes,0.65296,High,69.73,True
0420-HLGXF,39,Month-to-month,Electronic check,99.75,4036.0,No,0.6354797,High,69.68,True
1264-BYWMS,55,Month-to-month,Electronic check,96.8,5283.95,Yes,0.64579564,High,69.66,True
0337-CNPZE,41,Month-to-month,Electronic check,106.3,4443.45,Yes,0.61130655,High,69.65,True
3384-CTMSF,47,Month-to-month,Electronic check,104.1,5135.15,No,0.6189085,High,69.62,True
6851-WEFYX,35,Month-to-month,Electronic check,100.8,3437.5,No,0.6283542,High,69.45,True
8868-WOZGU,28,Month-to-month,Electronic check,105.7,2979.5,Yes,0.610728,High,69.45,True
8266-VBFQL,4,Month-to-month,Electronic check,90.4,356.65,No,0.6652505,High,69.41,True
2665-NPTGL,26,Month-to-month,Bank transfer (automatic),98.1,2510.7,No,0.6372952,High,69.39,True
2080-CAZNM,41,Month-to-month,Electronic check,104.4,4133.95,No,0.6141887,High,69.37,True
2357-COQEK,28,Month-to-month,Electronic check,103.3,2890.65,Yes,0.6182322,High,69.37,True
7599-FKVXZ,42,Month-to-month,Bank transfer (automatic),106.15,4512.7,Yes,0.6054207,High,69.2,True
9763-PDTKK,4,Month-to-month,Bank transfer (automatic),94.4,387.2,Yes,0.64744586,High,69.17,True
6518-LGAOV,38,Month-to-month,Electronic check,105.0,4026.4,Yes,0.60845953,High,69.12,True
5183-SNMJQ,10,Month-to-month,Credit card (automatic),95.1,865.1,No,0.64248747,High,69.0,True
4958-XCBDQ,35,Month-to-month,Electronic check,101.4,3496.3,Yes,0.6194203,High,68.98,True
9658-WYUFB,17,Month-to-month,Electronic check,94.4,1617.5,Yes,0.64452237,High,68.96,True
4686-UXDML,21,Month-to-month,Credit card (automatic),99.85,1992.55,No,0.6241879,High,68.92,True
2754-VDLTR,10,Month-to-month,Electronic check,95.2,930.4,Yes,0.64004153,High,68.85,True
0432-CAJZV,3,Month-to-month,Mailed check,90.7,237.65,No,0.6550588,High,68.77,True
9420-LOJKX,15,Month-to-month,Credit card (automatic),99.1,1426.4,Yes,0.623342,High,68.67,True
4902-OHLSK,29,Month-to-month,Electronic check,98.65,2862.75,Yes,0.62384844,High,68.59,True
0447-RXSGD,24,Month-to-month,Bank transfer (automatic),99.65,2404.85,No,0.61964685,High,68.55,True
3096-GKWEB,18,Month-to-month,Electronic check,94.75,1691.9,No,0.636701,High,68.51,True
6029-WTIPC,37,Month-to-month,Electronic check,101.1,3744.05,Yes,0.61377585,High,68.51,True
3703-VAVCL,2,Month-to-month,Credit card (automatic),90.0,190.05,Yes,0.6538263,High,68.5,True
5480-TBGPH,24,Month-to-month,Credit card (automatic),99.3,2431.35,Yes,0.6202667,High,68.5,True
5955-ERIHD,18,Month-to-month,Electronic check,94.7,1687.95,Yes,0.636701,High,68.49,True
4566-NECEV,5,Month-to-month,Electronic check,96.55,500.1,No,0.62939423,High,68.45,True
4062-HBMOS,52,Month-to-month,Electronic check,103.05,5364.8,No,0.60535216,High,68.41,True
8063-RJYNF,16,Month-to-month,Electronic check,94.25,1483.25,Yes,0.6361915,High,68.34,True
5747-PMBSQ,10,Month-to-month,Mailed check,92.5,934.1,Yes,0.64165455,High,68.28,True
7952-OBOYL,3,Month-to-month,Mailed check,89.85,244.45,No,0.65108246,High,68.27,True
1254-IZEYF,31,Month-to-month,Electronic check,99.95,3186.65,Yes,0.61318403,High,68.17,True
2474-BRUCM,40,Month-to-month,Electronic check,101.85,4086.3,Yes,0.60562354,High,68.12,True
8413-VONUO,2,Month-to-month,Electronic check,95.65,167.3,Yes,0.6279952,High,68.12,True
6543-XRMYR,30,Month-to-month,Electronic check,99.7,2967.35,Yes,0.61211336,High,68.04,True
5244-IRFIH,33,Month-to-month,Electronic check,94.5,3105.55,Yes,0.6288093,High,67.89,True
1666-JXLKU,37,Month-to-month,Electronic check,100.05,3810.55,No,0.6082541,High,67.85,True
7029-RPUAV,17,Month-to-month,Credit card (automatic),100.45,1622.45,Yes,0.6056153,High,67.77,True
2371-JQHZZ,24,Month-to-month,Electronic check,93.0,2248.05,No,0.631275,High,67.68,True
9133-AYJZG,23,Month-to-month,Credit card (automatic),98.7,2249.1,No,0.609276,High,67.58,True
7321-PKUYW,11,Month-to-month,Electronic check,90.15,987.95,Yes,0.6399499,High,67.57,True
9692-TUSXH,18,Month-to-month,Electronic check,96.05,1740.7,Yes,0.61845785,High,67.56,True
8784-CGILN,18,Month-to-month,Bank transfer (automatic),99.85,1776.95,Yes,0.60451055,High,67.54,True
1771-OADNZ,29,Month-to-month,Electronic check,95.9,2745.2,Yes,0.6186286,High,67.53,True
0939-YAPAF,35,Month-to-month,Electronic check,100.25,3527.6,Yes,0.60144883,High,67.43,True
5364-XYIRR,51,Month-to-month,Electronic check,94.65,4812.75,Yes,0.6166149,High,67.07,True
6899-PPEEA,37,Month-to-month,Electronic check,96.55,3580.3,Yes,0.6006928,High,66.44,True
1379-FRVEB,15,Month-to-month,Electronic check,91.0,1430.05,No,0.62073296,High,66.44,True
8393-DLHGA,25,Month-to-month,Electronic check,95.9,2448.75,Yes,0.6027748,High,66.42,True
2984-AFWNC,3,Month-to-month,Electronic check,95.4,293.15,No,0.6018471,High,66.23,True
5609-CEBID,20,Month-to-month,Electronic check,94.1,1782.4,Yes,0.60417676,High,66.07,True
6818-DJXAA,10,Month-to-month,Electronic check,91.1,964.35,No,0.60572773,High,65.42,True
5091-HFAZW,2,Month-to-month,Electronic check,91.15,168.5,No,0.6026544,High,65.21,True
